criterion_id;Fact;Support;Opposition;Stance;Fact Coherence;Fact Validity;Fact Weight coherence by validity;Stance Coherence;Stance Validity;Stance Weight coherence by validity
56;0.2;0.6;0.4;0.6;0.36;1.0;0.36;0.04;1.0;0.04
57;0.4;0.2;0.6;0.3;0.04;1.0;0.04;0.04;1.0;0.04
58;0.2;0.0;0.4;0.3;0.36;1.0;0.36;0.04;1.0;0.04
59;0.2;0.2;0.2;0.5;0.36;1.0;0.36;0.36;1.0;0.36
60;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
61;0.8;0.2;0.4;0.4;0.36;1.0;0.36;0.04;1.0;0.04
62;0.4;0.8;0.8;0.5;0.04;1.0;0.04;0.36;1.0;0.36
63;0.0;0.2;0.2;0.5;1.0;1.0;1.0;0.36;1.0;0.36
64;0.2;0.6;1.0;0.3;0.36;1.0;0.36;1.0;1.0;1.0
65;1.0;1.0;0.4;0.8;1.0;1.0;1.0;0.04;1.0;0.04
66;0.0;0.6;0.4;0.6;1.0;1.0;1.0;0.04;1.0;0.04
67;0.4;0.8;0.4;0.7;0.04;1.0;0.04;0.04;1.0;0.04
68;0.0;0.0;0.2;0.4;1.0;1.0;1.0;0.36;1.0;0.36
69;0.8;0.6;0.0;0.8;0.36;1.0;0.36;1.0;1.0;1.0
70;0.4;0.2;0.6;0.3;0.04;1.0;0.04;0.04;1.0;0.04
71;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
72;0.2;0.0;0.2;0.4;0.36;1.0;0.36;0.36;1.0;0.36
73;0.8;1.0;1.0;0.5;0.36;1.0;0.36;1.0;1.0;1.0
74;0.0;0.6;0.8;0.4;1.0;1.0;1.0;0.36;1.0;0.36
75;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
