criterion_id;Fact;Support;Opposition;Stance;Fact Coherence;Fact Validity;Fact Weight coherence by validity;Stance Coherence;Stance Validity;Stance Weight coherence by validity
33;0.4;1.0;0.0;1.0;0.04;1.0;0.04;1.0;1.0;1.0
34;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
35;0.2;1.0;0.0;1.0;0.36;1.0;0.36;1.0;1.0;1.0
36;0.2;1.0;0.6;0.7;0.36;1.0;0.36;0.04;1.0;0.04
37;0.4;1.0;0.2;0.9;0.04;1.0;0.04;0.36;1.0;0.36
38;0.8;1.0;0.2;0.9;0.36;1.0;0.36;0.36;1.0;0.36
39;0.4;1.0;0.2;0.9;0.04;1.0;0.04;0.36;1.0;0.36
40;0.2;0.8;0.0;0.9;0.36;1.0;0.36;1.0;1.0;1.0
41;0.0;1.0;0.4;0.8;1.0;1.0;1.0;0.04;1.0;0.04
42;0.0;0.8;0.6;0.6;1.0;1.0;1.0;0.04;1.0;0.04
43;0.0;1.0;0.8;0.6;1.0;1.0;1.0;0.36;1.0;0.36
44;0.0;1.0;0.2;0.9;1.0;1.0;1.0;0.36;1.0;0.36
45;0.6;1.0;0.0;1.0;0.04;1.0;0.04;1.0;1.0;1.0
46;0.6;1.0;0.0;1.0;0.04;1.0;0.04;1.0;1.0;1.0
47;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
48;0.2;0.2;0.4;0.4;0.36;1.0;0.36;0.04;1.0;0.04
49;0.8;0.2;1.0;0.1;0.36;1.0;0.36;1.0;1.0;1.0
50;0.4;1.0;0.0;1.0;0.04;1.0;0.04;1.0;1.0;1.0
51;0.4;1.0;1.0;0.5;0.04;1.0;0.04;1.0;1.0;1.0
52;0.8;1.0;0.2;0.9;0.36;1.0;0.36;0.36;1.0;0.36
53;0.8;1.0;0.0;1.0;0.36;1.0;0.36;1.0;1.0;1.0
54;0.8;0.4;0.0;0.7;0.36;1.0;0.36;1.0;1.0;1.0
55;0.8;0.8;0.0;0.9;0.36;1.0;0.36;1.0;1.0;1.0
56;0.8;0.4;0.2;0.6;0.36;1.0;0.36;0.36;1.0;0.36
57;0.8;1.0;0.2;0.9;0.36;1.0;0.36;0.36;1.0;0.36
58;0.0;0.6;0.2;0.7;1.0;1.0;1.0;0.36;1.0;0.36
59;0.0;0.8;0.2;0.8;1.0;1.0;1.0;0.36;1.0;0.36
60;0.8;1.0;0.0;1.0;0.36;1.0;0.36;1.0;1.0;1.0
61;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
62;0.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
63;0.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
64;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
65;0.4;1.0;1.0;0.5;0.04;1.0;0.04;1.0;1.0;1.0
66;0.2;1.0;0.0;1.0;0.36;1.0;0.36;1.0;1.0;1.0
67;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
68;0.6;0.6;0.6;0.5;0.04;1.0;0.04;0.04;1.0;0.04
69;0.2;1.0;0.0;1.0;0.36;1.0;0.36;1.0;1.0;1.0
70;0.4;1.0;0.6;0.7;0.04;1.0;0.04;0.04;1.0;0.04
71;0.8;1.0;0.8;0.6;0.36;1.0;0.36;0.36;1.0;0.36
72;0.0;0.6;0.2;0.7;1.0;1.0;1.0;0.36;1.0;0.36
73;0.6;1.0;1.0;0.5;0.04;1.0;0.04;1.0;1.0;1.0
74;0.0;1.0;0.8;0.6;1.0;1.0;1.0;0.36;1.0;0.36
75;0.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
