criterion_id;Fact;Support;Opposition
12;Onko sukupuoli-identiteettiin perustuva syrjintä terveyden alalla kielletty lainsäädännössä?;Pitäisikö sukupuoli-identiteettiin perustuva syrjintä terveydenhuollon alalla kieltää lainsäädännöllä?;Pitäisikö sukupuoli-identiteettiin perustuva syrjintä terveydenhuollon alalla sallia lainsäädännössä?
13;"Onko olemassa lainsäädäntöä tai toimintalinjoja; jotka kieltävät käännyttämis- tai korjaavat käytännöt; joilla pyritään muuttamaan alaikäisen sukupuoli-identiteettiä?";pitäisikö alaikäisen sukupuoli-identiteetin muuttamiseen tähtäävät muuntamis- tai korjaavat käytännöt kieltää lainsäädännöllä tai politiikalla?;Pitäisikö alaikäisen sukupuoli-identiteetin muuttamiseen tähtäävät käännytys- tai korjaavat käytännöt sallia lainsäädännössä tai politiikassa?
14;"Onko olemassa kansallista ihmisoikeusinstituutiota tai tasa-arvoelintä; jonka nimenomaisena tehtävänä on käsitellä ja käsitellä järjestelmällisesti sukupuoli-identiteettiin liittyviä kysymyksiä? (luulen; että tarvitaan vain yksi)";Pitäisikö kansalliselle ihmisoikeusinstituutiolle tai tasa-arvoelimelle antaa nimenomainen toimeksianto käsitellä sukupuoli-identiteettiin liittyviä kysymyksiä?;eikö kansalliselle ihmisoikeusinstituutiolle tai tasa-arvoelimelle pitäisi antaa valtuudet käsitellä sukupuoli-identiteettiin liittyviä kysymyksiä?
15;"Onko olemassa tasa-arvoa koskeva toimintasuunnitelma; joka sisältää nimenomaisesti sukupuoli-identiteetin ja erityiset edistymistoimenpiteet?";"Pitäisikö olla tasa-arvoa koskeva toimintasuunnitelma; johon sisältyy nimenomaisesti sukupuoli-identiteetti; ja erityisiä edistymistoimenpiteitä?";Pitäisikö sukupuoli-identiteetti jättää tasa-arvon toimintasuunnitelmien ulkopuolelle?
16;sisällytetäänkö sukupuolen ilmaisu nimenomaisesti syrjinnän vastaiseen lainsäädäntöön?;Pitäisikö sukupuolen ilmaisu nimenomaisesti sisällyttää syrjinnän vastaiseen lainsäädäntöön?;Pitäisikö sukupuolen ilmaisu jättää syrjinnän vastaisen lainsäädännön ulkopuolelle?
17;Kielletäänkö perustuslaissa sukupuoleen perustuva syrjintä?;pitäisikö perustuslaissa kieltää sukupuoleen perustuva syrjintä?;pitäisikö perustuslain sallia sukupuoleen perustuva syrjintä?
18;sisältyvätkö sukupuoliominaisuudet nimenomaisesti työsyrjinnän vastaiseen lainsäädäntöön?;Pitäisikö sukupuoliominaisuudet nimenomaisesti sisällyttää työsyrjinnän vastaiseen lainsäädäntöön?;pitäisikö sukupuoliominaisuudet jättää syrjinnän vastaisen työlainsäädännön ulkopuolelle?
19;sisältyvätkö sukupuoliominaisuudet nimenomaisesti tavaroiden ja palvelujen syrjinnän vastaiseen lainsäädäntöön?;Pitäisikö sukupuoliominaisuudet sisällyttää nimenomaisesti tavaroiden ja palvelujen syrjinnän vastaiseen lainsäädäntöön?;pitäisikö sukupuoliominaisuudet jättää tavaroiden ja palvelujen syrjinnän vastaisen lainsäädännön ulkopuolelle?
20;onko sukupuoleen perustuva syrjintä koulutuksen alalla lainsäädännössä kielletty?;pitäisikö sukupuoleen perustuva syrjintä koulutuksen alalla kieltää lainsäädännöllä?;pitäisikö sukupuoleen perustuva syrjintä koulutuksen alalla sallia lainsäädännöllä?
21;onko sukupuoleen perustuva syrjintä terveyden alalla kielletty lainsäädännössä?;Pitäisikö sukupuoleen perustuva syrjintä terveysalalla kieltää lainsäädännöllä?;Pitäisikö sukupuoleen perustuva syrjintä terveysalalla sallia lainsäädännössä?
22;"Onko olemassa kansallista ihmisoikeusinstituutiota tai tasa-arvoelintä; jonka nimenomaisena tehtävänä on käsitellä ja systemaattisesti käsitellä sukupuoliominaisuuksiin liittyviä kysymyksiä?";Pitäisikö kansallisille ihmisoikeusinstituutioille tai tasa-arvoelimille antaa nimenomainen toimeksianto käsitellä sukupuoliominaisuuksiin liittyviä kysymyksiä?;eikö kansallisille ihmisoikeusinstituutioille tai tasa-arvoelimille pitäisi antaa toimeksiantoa käsitellä sukupuoliominaisuuksiin liittyviä kysymyksiä?
23;"Onko olemassa tasa-arvoa koskeva toimintasuunnitelma; joka sisältää nimenomaisesti sukupuoliominaisuudet ja erityiset edistymistoimenpiteet?";"Pitäisikö olla tasa-arvoa koskeva toimintasuunnitelma; johon sisältyy nimenomaisesti sukupuoli-identiteetti; ja erityisiä edistymistoimenpiteitä?";Pitäisikö sukupuoliominaisuudet jättää tasa-arvotoimintasuunnitelmien ulkopuolelle?
24;Onko veren tai minkäänlaisten ruumiillisten kudosten luovuttaminen lgbti-ihmisille heidän seksuaalisen suuntautumisensa tai sukupuoli-identiteettinsä perusteella vapaa lainsäädännöllisistä tai hallinnollisista kielloista?;Pitäisikö veren tai kaikenlaisten ruumiillisten kudosten luovuttaminen lgbti-ihmisille heidän seksuaalisen suuntautumisensa tai sukupuoli-identiteettinsä perusteella vapauttaa lainsäädännöllisestä tai hallinnollisesta kiellosta?;Pitäisikö veren tai kaikenlaisten ruumiillisten kudosten luovuttaminen lgbti-ihmisille heidän seksuaalisen suuntautumisensa tai sukupuoli-identiteettinsä perusteella kieltää lainsäädännöllisesti tai hallinnollisesti?
25;sallitaanko samaa sukupuolta olevien parien mennä naimisiin samoin oikeuksin kuin eri sukupuolta olevien avioparien?;"Pitäisikö samaa sukupuolta olevien parien saada solmia avioliitto; jolla on samat oikeudet kuin eri sukupuolta olevilla aviopareilla?";"eikö samaa sukupuolta olevien parien pitäisi saada solmia avioliitto; jolla on samat oikeudet kuin eri sukupuolta olevilla aviopareilla?"
26;Voivatko samaa sukupuolta olevat parit solmia rekisteröidyn parisuhteen/siviilipartnereiden parisuhteen ja saada samat oikeudet kuin jos he olisivat naimisissa?;Pitäisikö samaa sukupuolta olevien parien saada rekisteröidyn parisuhteen/siviilisuhteen solmiminen ja samat oikeudet kuin avioliiton solmiminen?;eikö samaa sukupuolta oleville pareille pitäisi sallia rekisteröidyn parisuhteen/siviilipartnereiden solmiminen ja saada samat oikeudet kuin jos he olisivat naimisissa?
27;Voivatko samaa sukupuolta olevat parit solmia rekisteröidyn parisuhteen/siviilisuhteen?;Pitäisikö samaa sukupuolta olevien parien saada solmia rekisteröity parisuhde/siviilisuhde?;Pitäisikö samaa sukupuolta olevien parien kieltää rekisteröidyn parisuhteen/siviilisuhteen solmiminen?
28;sisällytetäänkö samaa sukupuolta olevat parit avoliittoa koskevaan lainsäädäntöön tai oikeudellisiin toimenpiteisiin?;pitäisikö samaa sukupuolta olevat parit sisällyttää avoliittoa koskevaan lainsäädäntöön tai oikeudellisiin toimenpiteisiin?;pitäisikö samaa sukupuolta olevat parit jättää avoliittoa koskevan lainsäädännön tai oikeudellisten toimenpiteiden ulkopuolelle?
29;eikö perustuslaissa määritellä avioliittoa vain miehen ja naisen väliseksi liitoksi?;eikö perustuslaissa pitäisi määritellä avioliittoa vain miehen ja naisen väliseksi liitoksi?;Pitäisikö perustuslaissa määritellä avioliitto vain miehen ja naisen väliseksi liitoksi?
30;Voivatko samaa sukupuolta olevat parit hakea laillisesti yhteistä adoptiota?;pitäisikö samaa sukupuolta olevien parien saada hakea laillisesti yhteistä adoptiota?;pitäisikö samaa sukupuolta olevien pariskuntien kieltää hakemasta laillisesti yhteistä adoptiota?
31;Voivatko samaa sukupuolta olevat parit hakea laillisesti toisen vanhemman adoptiota?;pitäisikö samaa sukupuolta olevien parien saada hakea toisen vanhemman adoptiota?;Pitäisikö samaa sukupuolta olevien parien kieltää hakemasta toisen vanhemman adoptiota?
32;tunnustetaanko pariskuntien syntyneet lapset automaattisesti syntymästään lähtien laillisesti molempien vanhempien lapsiksi riippumatta kumppanien seksuaalisesta suuntautumisesta ja/tai sukupuoli-identiteetistä?;Pitäisikö pariskunnille syntyneet lapset tunnustaa syntymästään lähtien automaattisesti laillisesti molempien vanhempien lapsiksi riippumatta kumppanin seksuaalisesta suuntautumisesta ja/tai sukupuoli-identiteetistä?;"eikö pariskuntien lapsia pitäisi automaattisesti tunnustaa laillisesti syntymästä lähtien molempien vanhempien lapsiksi; riippuen kumppanin seksuaalisesta suuntautumisesta ja/tai sukupuoli-identiteetistä?"
33;Eivätkö pariskunnat (riippumatta kumppanin seksuaalisesta suuntautumisesta ja/tai sukupuoli-identiteetistä) kohtaa oikeudellisia esteitä hedelmöityshoitoon pääsylle?;pitäisikö pariskuntien (riippumatta kumppanin seksuaalisesta suuntautumisesta ja/tai sukupuoli-identiteetistä) olla oikeudellisesti esteettömiä hedelmöityshoitojen saamisessa?;Pitäisikö pariskuntien (riippumatta kumppanin seksuaalisesta suuntautumisesta ja/tai sukupuoli-identiteetistä) kohdata oikeudellisia esteitä hedelmöityshoitoon pääsyssä?
34;Onko hedelmöityshoito laillisesti mahdollista yksityishenkilöille heidän seksuaalisesta suuntautumisestaan ja/tai sukupuoli-identiteetistään riippumatta?;Pitäisikö hedelmöityshoitojen olla laillisesti mahdollisia yksilöiden seksuaalisesta suuntautumisesta ja/tai sukupuoli-identiteetistä riippumatta?;Pitäisikö hedelmöityshoitojen olla laillisesti mahdollisia yksilöiden seksuaalisen suuntautumisen ja/tai sukupuoli-identiteetin perusteella?
35;"onko trans-vanhemman laillinen sukupuoli-identiteetti täysin tunnustettu ja näkyykö se oikein lapsen sukulaisuutta koskevissa asiakirjoissa; ja ovatko vanhemmuutta koskevat säädökset linjassa kaikkien käytettävissä olevien sukupuolivaihtoehtojen kanssa (kun sukupuolimerkkejä on enemmän kuin kaksi) vanhemman tunnustetun sukupuoli-identiteetin mukaisesti?";"Pitäisikö transsukupuolisen vanhemman laillinen sukupuoli-identiteetti tunnustaa täysimääräisesti ja heijastua lapsen sukulaisuutta koskevissa asiakirjoissa; ja pitäisikö vanhemmuutta koskevat säännökset mukauttaa kaikkiin käytettävissä oleviin sukupuolivaihtoehtoihin (kun sukupuolimerkkejä on enemmän kuin kaksi) vanhemman tunnustetun sukupuoli-identiteetin mukaisesti?";pitäisikö transvanhempien oikeudellista sukupuoli-identiteettiä olla tunnustamatta ja heijastamatta asianmukaisesti sukulaisuutta koskevissa asiakirjoissa vanhemman tunnustetun sukupuoli-identiteetin mukaisesti?
36;Onko seksuaalinen suuntautuminen nimenomaisesti sisällytetty viharikoslainsäädäntöön raskauttavana tekijänä?;Pitäisikö seksuaalinen suuntautuminen sisällyttää nimenomaisesti viharikoslainsäädäntöön raskauttavana tekijänä?;pitäisikö seksuaalinen suuntautuminen jättää pois viharikoslainsäädännöstä raskauttavana tekijänä?
37;Onko seksuaalinen suuntautuminen nimenomaisesti sisällytetty vihapuhetta koskevaan lainsäädäntöön raskauttavana tekijänä?;Pitäisikö seksuaalinen suuntautuminen sisällyttää nimenomaisesti vihapuhetta koskevaan lainsäädäntöön raskauttavana tekijänä?;pitäisikö seksuaalinen suuntautuminen jättää pois vihapuheita koskevasta lainsäädännöstä raskauttavana tekijänä?
38;sisällytetäänkö seksuaalinen suuntautuminen nimenomaisesti viharikoksia ja vihapuhetta koskevaan kansalliseen strategiaan osana valtion toimijoiden toistuvaa kehystä?;Pitäisikö seksuaalinen suuntautuminen sisällyttää nimenomaisesti viharikoksia ja vihapuhetta koskevaan kansalliseen strategiaan osana valtion toimijoiden toistuvaa kehystä?;Pitäisikö seksuaalinen suuntautuminen jättää viharikosten ja vihapuheen torjuntaa koskevan kansallisen strategian ulkopuolelle?
39;Onko sukupuoli-identiteetti nimenomaisesti sisällytetty viharikoslainsäädäntöön raskauttavana tekijänä?;Pitäisikö sukupuoli-identiteetti nimenomaisesti sisällyttää viharikoslainsäädäntöön raskauttavana tekijänä?;pitäisikö sukupuoli-identiteetti jättää pois viharikoslainsäädännöstä raskauttavana tekijänä?
40;Onko sukupuoli-identiteetti nimenomaisesti sisällytetty vihapuheita koskevaan lainsäädäntöön raskauttavana tekijänä?;Pitäisikö sukupuoli-identiteetti nimenomaisesti sisällyttää vihapuhetta koskevaan lainsäädäntöön raskauttavana tekijänä?;pitäisikö sukupuoli-identiteetti jättää pois vihapuheita koskevasta lainsäädännöstä raskauttavana tekijänä?
41;"Onko sukupuoli-identiteetti sisällytetty viharikosten ja vihapuheen vastaiseen kansalliseen strategiaan osana jatkuvia; järjestelmällisiä ja virallisesti organisoituja valtion toimenpiteitä?";Pitäisikö sukupuoli-identiteetti sisällyttää nimenomaisesti viharikosten ja vihapuheen vastaiseen kansalliseen strategiaan osana valtion toimijoiden toistuvaa kehystä?;Pitäisikö sukupuoli-identiteetti jättää viharikosten ja vihapuheen torjuntaa koskevan kansallisen strategian ulkopuolelle?
42;Onko (koetut) sukupuoliominaisuudet tai intersukupuolisuus nimenomaisesti sisällytetty viharikoslainsäädäntöön raskauttavana tekijänä?;Pitäisikö (koetut) sukupuoliominaisuudet tai intersukupuolisuus nimenomaisesti sisällyttää viharikoslainsäädäntöön raskauttavana tekijänä?;pitäisikö (koetut) sukupuoliominaisuudet tai intersukupuolisuus jättää pois viharikoslainsäädännöstä raskauttavana tekijänä?
43;Onko sukupuoliominaisuudet tai intersukupuolisuus nimenomaisesti sisällytetty vihapuheita koskevaan lainsäädäntöön raskauttavana tekijänä?;Pitäisikö sukupuoliominaisuudet tai intersukupuolisuus nimenomaisesti sisällyttää vihapuhetta koskevaan lainsäädäntöön raskauttavana tekijänä?;pitäisikö sukupuoliominaisuudet tai intersukupuolisuus jättää pois vihapuheita koskevasta lainsäädännöstä raskauttavana tekijänä?
44;"sisältyvätkö sukupuoliominaisuudet tai intersukupuolisuus kansalliseen viharikosten ja vihapuheen vastaiseen strategiaan osana jatkuvaa; järjestelmällistä ja virallisesti järjestettyä valtion toimenpidekokonaisuutta?";Pitäisikö sukupuoliominaisuudet tai intersukupuolisuus sisällyttää viharikosten ja vihapuheen torjuntaa koskevaan kansalliseen strategiaan osana valtion toimijoiden toistuvaa kehystä?;"Pitäisikö sukupuoliominaisuudet tai intersukupuolisuus jättää pois viharikosten ja vihapuheen torjuntaa koskevasta kansallisesta strategiasta; joka on osa valtion toimijoiden toistuvaa kehystä?"
45;"Eikö ole olemassa mitään nimenomaista kieltoa tai oikeudellista rajoitusta; joka tekisi laillisen sukupuolen tunnustamisen täysin mahdottomaksi (vaikka menettelyt olisivat raskaita tai vaikeita tai mitään tiettyä reittiä ei olisi olemassa)?";"Pitäisikö olla mitään nimenomaista kieltoa tai oikeudellista rajoitusta; joka tekee sukupuolen laillisen tunnustamisen täysin mahdottomaksi (vaikka menettelyt olisivat raskaita; vaikeita tai mitään tiettyä reittiä ei olisi olemassa)?";"Pitäisikö olla kielto tai oikeudellinen rajoitus; joka tekee sukupuolen laillisen tunnustamisen mahdottomaksi?"
46;Onko olemassa oikeudellisia toimenpiteitä sukupuolen laillista tunnustamista varten?;Pitäisikö sukupuolen laillista tunnustamista varten ottaa käyttöön oikeudellisia toimenpiteitä?;pitäisikö sukupuolen laillista tunnustamista varten olla olemassa oikeudellisia toimenpiteitä?
47;Onko sukupuolen oikeudelliseen tunnustamiseen olemassa hallinnollisia menettelyjä?;Pitäisikö sukupuolen oikeudellista tunnustamista varten olla hallinnollisia menettelyjä?;eikö sukupuolen oikeudellista tunnustamista varten pitäisi olla hallinnollisia menettelyjä?
48;salliiko lainsäädäntö nimenmuutoksen ilman rajoituksia?;pitäisikö lainsäädännön sallia nimenmuutos ilman rajoituksia?;pitäisikö lainsäädännön kieltää nimenmuutos vai sallia se rajoituksin?
49;eikö alaikäisille ole nimenomaista ikärajoitusta nimenmuutoksen tekemiseen?;"pitäisikö alaikäisille olla nimenomainen ikärajoitus; joka estää heitä muuttamasta nimeään?";Pitäisikö alaikäiselle asettaa ikäraja nimen muuttamiselle?
50;"perustuuko oikeudellinen sukupuolen tunnustaminen yksinomaan asianomaisen henkilön ilmaisemaan toiveeseen; ilman kolmannen osapuolen osallistumista ja ilman; että intersukupuolisuutta tai sukupuoliominaisuuksia pidetään vasta-aiheena?";"Pitäisikö sukupuolen oikeudellisen tunnustamisen perustua yksinomaan asianomaisen henkilön ilmaisemaan toiveeseen ilman kolmannen osapuolen osallistumista ja ilman; että intersukupuolisuutta tai sukupuoliominaisuuksia pidetään vasta-aiheena?";"pitäisikö oikeudellisen sukupuolen tunnustamisen perustua yksinomaan asianomaisen henkilön ilmaisemaan toiveeseen; mutta edellyttää kolmannen osapuolen osallistumista; ja ovatko intersukupuolisuus tai sukupuoliominaisuudet vasta-aihe?"
51;"Onko ei-binäärisen sukupuolen tunnustaminen saatavilla joko julkisen rekisterin kautta; joka tarjoaa enemmän kuin kaksi sukupuolimerkkiä ja joka on saatavilla vain pyynnöstä johdonmukaisella menettelyllä ja ilman syrjintää; tai siten; että sukupuolimerkkiä ei ole pakollista kirjata kaikille julkiseen rekisteriin?";"pitäisikö ei-binäärisen sukupuolen tunnustamisen olla saatavilla joko julkisen rekisterin kautta; joka tarjoaa enemmän kuin kaksi sukupuolimerkkiä ja joka on saatavilla vain pyynnöstä johdonmukaisella menettelyllä ja ilman syrjintää; tai siten; että sukupuolimerkkiä ei ole pakollista tallentaa kaikille julkiseen rekisteriin?";"pitäisikö ei-binäärisen sukupuolen tunnustaminen olla mahdollista joko siten; että julkinen rekisteri tarjoaa enemmän kuin kaksi sukupuolimerkintävaihtoehtoa; tai siten; että sukupuolimerkintöjen kirjaaminen julkiseen rekisteriin ei ole pakollista?"
52;eikö sukupuoli-identiteettihäiriön diagnoosia/psykologista lausuntoa vaadita sukupuolen oikeudelliseen tunnustamiseen?;pitäisikö sukupuoli-identiteettihäiriön diagnoosia/psykologista lausuntoa olla vaatimatta sukupuolen oikeudellista tunnustamista varten?;Pitäisikö sukupuoli-identiteettihäiriödiagnoosi/psykologinen lausunto olla edellytyksenä sukupuolen oikeudelliselle tunnustamiselle?
53;Eivätkö ei-kirurgiset lääketieteelliset toimenpiteet ole välttämättömiä sukupuolen oikeudelliselle tunnustamiselle?;pitäisikö sukupuolen lailliseen tunnustamiseen ei pitäisi vaatia ei-kirurgisia lääketieteellisiä toimenpiteitä?;Pitäisikö sukupuolen oikeudelliseen tunnustamiseen vaatia ei-kirurgisia lääketieteellisiä toimenpiteitä?
54;Eivätkö kirurgiset lääketieteelliset toimenpiteet ole välttämättömiä sukupuolen oikeudelliselle tunnustamiselle?;pitäisikö kirurgisia lääketieteellisiä toimenpiteitä olla vaatimatta sukupuolen lailliseksi tunnustamiseksi?;Pitäisikö sukupuolen oikeudellinen tunnustaminen edellyttää kirurgisia lääketieteellisiä toimenpiteitä?
55;eikö sukupuolen laillista tunnustamista varten vaadita sterilisaatiota tai todisteita hedelmättömyydestä?;pitäisikö sukupuolen laillista tunnustamista varten olla vaatimatta sterilisaatiota tai todisteita hedelmättömyydestä?;Pitäisikö sukupuolen laillista tunnustamista varten vaatia sterilointia tai todisteita hedelmättömyydestä?
56;eikö avioero tai naimattomuus ole edellytys sukupuolen oikeudelliselle tunnustamiselle?;pitäisikö avioeroa tai naimattomuutta olla vaatimatta sukupuolen oikeudelliselle tunnustamiselle?;Pitäisikö avioeroa tai naimattomuutta vaatia sukupuolen oikeudelliseen tunnustamiseen?
57;Onko sukupuolen tunnustamista koskevissa voimassa olevissa oikeudellisissa toimenpiteissä nimenomaisia ala- tai yläikärajoituksia?;Pitäisikö sukupuolen tunnustamista koskevissa nykyisissä oikeudellisissa toimenpiteissä olla nimenomaisia ala- tai yläikärajoituksia?;Pitäisikö sukupuolen tunnustamista koskeviin nykyisiin oikeudellisiin toimenpiteisiin sisällyttää ala- tai yläikärajoituksia?
58;Ovatko oikeudelliset toimenpiteet sukupuolen laillisen tunnustamisen saamiseksi alaikäisten saatavilla ja tuottavatko ne johdonmukaisia tuloksia?;Pitäisikö alaikäisten osalta olla käytettävissä oikeudellisia toimenpiteitä sukupuolen oikeudellisen tunnustamisen arvioimiseksi ja pitäisikö niiden antaa johdonmukaisia tuloksia?;pitäisikö alaikäisten osalta kieltää oikeudelliset toimenpiteet sukupuolen oikeudellisen tunnustamisen arvioimiseksi?
59;"ovatko aikuisten/nuorten transspesifinen terveydenhuolto; ennen murrosikää olevien trans- ja sukupuoltaan muuttavien lasten tukipalvelut saatavilla ja katettavissa ilman mielenterveysarviointia tai -diagnoosia?";pitäisikö aikuisten/nuorten transspesifinen terveydenhuolto ja tukipalvelut ennen murrosikää oleville trans- ja sukupuoltaan muuttaville lapsille olla saatavilla ja taloudellisesti katettavissa ilman mielenterveysarviointia tai -diagnoosia?;eikö aikuisten/nuorten transspesifinen terveydenhuolto ja tukipalvelut ennen murrosikää oleville transihmisille ja sukupuoltaan muuttaville lapsille pitäisi olla saatavilla ja taloudellisesti katettavissa ilman mielenterveysarviointia tai -diagnoosia?
60;"kielletäänkö laissa lääkäreitä tekemästä minkäänlaisia kirurgisia tai lääketieteellisiä toimenpiteitä intersukupuoliselle alaikäiselle; kun toimenpiteen lääketieteellinen tarve on olematon ja kun sitä voidaan välttää tai lykätä siihen asti; kunnes henkilö voi antaa tietoon perustuvan suostumuksensa?";"Pitäisikö lääkäreitä kieltää lailla tekemästä minkäänlaista kirurgista tai lääketieteellistä toimenpidettä intersukupuoliselle alaikäiselle; jos toimenpide ei ole lääketieteellisesti välttämätön ja jos sitä voidaan välttää tai lykätä siihen asti; kunnes henkilö voi antaa tietoon perustuvan suostumuksensa?";"Pitäisikö lääkäreille antaa laissa lupa tehdä kirurgisia tai lääketieteellisiä toimenpiteitä intersukupuolisille alaikäisille; vaikka toimenpide ei olisi lääketieteellisesti välttämätön ja se voitaisiin välttää tai sitä voitaisiin lykätä siihen asti; kunnes henkilö voi antaa tietoon perustuvan suostumuksensa?"
61;"Onko ruumiillisen koskemattomuuden suoja yleismaailmallinen kaikille henkilöille; eikä se perustu tiettyihin muunnoksiin tai diagnooseihin tai intersukupuolisuuden termeihin; ja onko lääkäreitä tai muita ammattihenkilöitä lailla kielletty suorittamasta minkäänlaisia kirurgisia tai lääketieteellisiä toimenpiteitä kenellekään ilman hänen henkilökohtaista suostumustaan; paitsi jos kyseessä on elintärkeä syy?";"Pitäisikö ruumiillisen koskemattomuuden suojan koskea kaikkia ihmisiä eikä perustua tiettyihin muunnoksiin tai diagnooseihin tai intersukupuolisuuden termeihin; ja pitäisikö lääkäreitä tai muita ammattilaisia kieltää lailla tekemästä kenellekään minkäänlaista kirurgista tai lääketieteellistä toimenpidettä ilman hänen henkilökohtaista suostumustaan; paitsi jos siihen on elintärkeitä syitä?";"Pitäisikö ruumiillisen koskemattomuuden suojan riippua erityisistä variaatioista tai diagnooseista tai intersukupuolisuuden termeistä; ja pitäisikö lääkäreille tai muille ammattilaisille sallia lailla kirurgiset tai lääketieteelliset toimenpiteet ilman henkilön suostumusta; vaikka siihen ei olisi elintärkeitä syitä?"
