criterion_id;Fact;Support;Opposition;Stance;Fact Coherence;Fact Validity;Fact Weight coherence by validity;Stance Coherence;Stance Validity;Stance Weight coherence by validity
38;0.4;0.0;0.3;0.35;0.04;1.0;0.04;0.25;0.8;0.2
39;0.0;0.3;0.3;0.5;1.0;1.0;1.0;0.25;0.8;0.2
40;0.5;0.4;0.0;0.7;0.0;0.8;0.0;1.0;1.0;1.0
41;0.4;0.0;0.3;0.35;0.04;1.0;0.04;0.25;0.8;0.2
42;0.0;0.5;0.6;0.45;1.0;1.0;1.0;0.04;1.0;0.04
43;0.0;0.4;0.1;0.65;1.0;1.0;1.0;1.0;0.8;0.8
44;0.0;0.6;0.2;0.7;1.0;1.0;1.0;1.0;0.6;0.6
45;0.2;0.2;0.5;0.35;1.0;0.6;0.6;0.0;0.8;0.0
46;0.3;0.3;0.5;0.4;0.25;0.8;0.2;0.0;0.8;0.0
47;0.5;0.4;0.4;0.5;0.0;0.8;0.0;0.04;1.0;0.04
48;0.2;0.2;0.4;0.4;0.36;1.0;0.36;0.04;1.0;0.04
49;0.0;0.4;0.0;0.7;1.0;1.0;1.0;1.0;1.0;1.0
50;0.2;0.4;0.2;0.6;0.36;1.0;0.36;0.36;1.0;0.36
51;0.1;0.1;0.0;0.55;1.0;0.8;0.8;1.0;1.0;1.0
52;0.2;0.2;0.0;0.6;0.36;1.0;0.36;1.0;1.0;1.0
53;0.3;0.2;0.6;0.3;0.25;0.8;0.2;0.04;1.0;0.04
54;0.2;0.3;0.4;0.45;1.0;0.6;0.6;0.11;0.6;0.07
55;0.2;0.6;0.2;0.7;0.36;1.0;0.36;1.0;0.6;0.6
56;0.2;0.3;0.0;0.65;1.0;0.6;0.6;1.0;1.0;1.0
57;0.6;0.2;0.3;0.45;0.04;1.0;0.04;0.25;0.8;0.2
58;0.0;0.0;0.4;0.3;1.0;1.0;1.0;0.11;0.6;0.07
59;0.4;0.7;0.3;0.7;0.04;1.0;0.04;1.0;0.4;0.4
60;0.6;0.3;0.1;0.6;0.04;1.0;0.04;1.0;0.8;0.8
61;0.2;0.0;0.0;0.5;0.36;1.0;0.36;1.0;1.0;1.0
62;0.2;0.2;0.3;0.45;0.36;1.0;0.36;0.25;0.8;0.2
63;0.0;0.0;0.2;0.4;1.0;1.0;1.0;0.36;1.0;0.36
64;0.4;0.4;0.4;0.5;0.04;1.0;0.04;0.04;1.0;0.04
65;0.1;0.2;0.4;0.4;1.0;0.8;0.8;0.11;0.6;0.07
66;0.6;0.4;0.2;0.6;0.11;0.6;0.07;0.36;1.0;0.36
67;0.2;0.2;0.9;0.15;0.36;1.0;0.36;1.0;0.8;0.8
68;0.0;0.5;0.4;0.55;1.0;1.0;1.0;0.04;1.0;0.04
69;0.1;0.2;0.5;0.35;1.0;0.8;0.8;0.0;0.8;0.0
70;0.0;0.3;0.5;0.4;1.0;1.0;1.0;0.0;0.8;0.0
71;0.2;0.2;0.1;0.55;1.0;0.6;0.6;1.0;0.8;0.8
72;0.0;0.1;0.2;0.45;1.0;1.0;1.0;0.36;1.0;0.36
73;0.3;0.2;0.2;0.5;1.0;0.4;0.4;1.0;0.6;0.6
74;0.1;0.3;0.2;0.55;1.0;0.8;0.8;0.36;1.0;0.36
75;0.0;0.6;0.1;0.75;1.0;1.0;1.0;1.0;0.8;0.8
