criterion_id;Fact;Support;Opposition;Stance;Fact Coherence;Fact Validity;Fact Weight coherence by validity;Stance Coherence;Stance Validity;Stance Weight coherence by validity
40;0.4;0.0;0.6;0.2;0.04;1.0;0.04;0.04;1.0;0.04
41;0.6;0.0;0.4;0.3;0.04;1.0;0.04;0.04;1.0;0.04
42;0.4;0.2;0.8;0.2;0.04;1.0;0.04;0.36;1.0;0.36
43;0.8;0.6;0.4;0.6;0.36;1.0;0.36;0.04;1.0;0.04
44;0.2;0.0;0.0;0.5;0.36;1.0;0.36;1.0;1.0;1.0
45;0.8;0.8;0.0;0.9;0.36;1.0;0.36;1.0;1.0;1.0
46;1.0;0.6;0.2;0.7;1.0;1.0;1.0;0.36;1.0;0.36
47;1.0;0.6;0.2;0.7;1.0;1.0;1.0;0.36;1.0;0.36
48;0.0;0.8;0.4;0.7;1.0;1.0;1.0;0.04;1.0;0.04
49;0.2;0.4;0.4;0.5;0.36;1.0;0.36;0.04;1.0;0.04
50;1.0;1.0;0.8;0.6;1.0;1.0;1.0;0.36;1.0;0.36
51;0.6;0.6;0.0;0.8;0.04;1.0;0.04;1.0;1.0;1.0
52;0.6;0.0;0.0;0.5;0.04;1.0;0.04;1.0;1.0;1.0
53;0.8;0.8;0.2;0.8;0.36;1.0;0.36;0.36;1.0;0.36
54;1.0;0.8;0.2;0.8;1.0;1.0;1.0;0.36;1.0;0.36
55;1.0;0.6;0.4;0.6;1.0;1.0;1.0;0.04;1.0;0.04
56;0.8;0.4;0.2;0.6;0.36;1.0;0.36;0.36;1.0;0.36
57;0.6;0.2;0.0;0.6;0.04;1.0;0.04;1.0;1.0;1.0
58;0.2;0.8;0.2;0.8;0.36;1.0;0.36;0.36;1.0;0.36
59;0.8;0.6;0.6;0.5;0.36;1.0;0.36;0.04;1.0;0.04
60;0.0;0.0;0.1;0.45;1.0;1.0;1.0;1.0;0.8;0.8
61;0.6;1.0;0.0;1.0;0.04;1.0;0.04;1.0;1.0;1.0
62;0.0;0.2;0.0;0.6;1.0;1.0;1.0;1.0;1.0;1.0
63;0.4;0.8;0.4;0.7;0.04;1.0;0.04;0.04;1.0;0.04
64;0.8;1.0;0.0;1.0;0.36;1.0;0.36;1.0;1.0;1.0
65;0.4;1.0;0.6;0.7;0.04;1.0;0.04;0.04;1.0;0.04
66;0.6;0.4;0.0;0.7;0.04;1.0;0.04;1.0;1.0;1.0
67;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
68;0.6;0.6;0.8;0.4;0.04;1.0;0.04;0.36;1.0;0.36
69;0.4;0.0;0.2;0.4;0.04;1.0;0.04;0.36;1.0;0.36
70;0.0;0.0;0.6;0.2;1.0;1.0;1.0;0.04;1.0;0.04
71;0.8;1.0;0.4;0.8;0.36;1.0;0.36;0.04;1.0;0.04
72;0.2;0.0;0.2;0.4;0.36;1.0;0.36;0.36;1.0;0.36
73;0.6;1.0;0.0;1.0;0.04;1.0;0.04;1.0;1.0;1.0
74;0.0;0.4;0.6;0.4;1.0;1.0;1.0;0.04;1.0;0.04
75;0.2;1.0;0.4;0.8;0.36;1.0;0.36;0.04;1.0;0.04
