criterion_id;Fact;Support;Opposition;Stance;Fact Coherence;Fact Validity;Fact Weight coherence by validity;Stance Coherence;Stance Validity;Stance Weight coherence by validity
28;0.4;0.2;0.0;0.6;0.04;1.0;0.04;1.0;1.0;1.0
29;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
30;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
31;0.8;0.0;0.0;0.5;0.36;1.0;0.36;1.0;1.0;1.0
32;0.2;0.6;0.0;0.8;0.36;1.0;0.36;1.0;1.0;1.0
33;0.2;1.0;0.2;0.9;0.36;1.0;0.36;0.36;1.0;0.36
34;1.0;0.6;0.0;0.8;1.0;1.0;1.0;1.0;1.0;1.0
35;0.0;0.4;0.2;0.6;1.0;1.0;1.0;0.36;1.0;0.36
36;0.4;0.4;0.4;0.5;0.04;1.0;0.04;0.04;1.0;0.04
37;0.2;0.0;0.0;0.5;0.36;1.0;0.36;1.0;1.0;1.0
38;0.0;0.2;0.0;0.6;1.0;1.0;1.0;1.0;1.0;1.0
39;0.2;0.2;0.0;0.6;0.36;1.0;0.36;1.0;1.0;1.0
40;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
41;0.2;0.8;0.0;0.9;0.36;1.0;0.36;1.0;1.0;1.0
42;0.0;0.2;0.0;0.6;1.0;1.0;1.0;1.0;1.0;1.0
43;0.2;0.0;0.0;0.5;0.36;1.0;0.36;1.0;1.0;1.0
44;0.0;0.2;0.0;0.6;1.0;1.0;1.0;1.0;1.0;1.0
45;0.6;0.8;0.0;0.9;0.04;1.0;0.04;1.0;1.0;1.0
46;0.6;0.0;0.8;0.1;0.04;1.0;0.04;0.36;1.0;0.36
47;0.2;0.0;0.2;0.4;0.36;1.0;0.36;0.36;1.0;0.36
48;0.6;0.0;0.2;0.4;0.04;1.0;0.04;0.36;1.0;0.36
49;0.6;0.0;0.2;0.4;0.04;1.0;0.04;0.36;1.0;0.36
50;0.0;0.8;0.2;0.8;1.0;1.0;1.0;0.36;1.0;0.36
51;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
52;0.6;0.0;0.2;0.4;0.04;1.0;0.04;0.36;1.0;0.36
53;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
54;0.2;0.0;0.2;0.4;0.36;1.0;0.36;0.36;1.0;0.36
55;0.8;0.0;0.1;0.45;0.36;1.0;0.36;1.0;0.8;0.8
56;0.8;0.4;0.0;0.7;0.36;1.0;0.36;1.0;1.0;1.0
57;0.8;0.0;0.0;0.5;0.36;1.0;0.36;1.0;1.0;1.0
58;0.0;0.2;0.0;0.6;1.0;1.0;1.0;1.0;1.0;1.0
59;0.0;0.4;0.2;0.6;1.0;1.0;1.0;0.36;1.0;0.36
60;1.0;0.3;0.1;0.6;1.0;1.0;1.0;1.0;0.8;0.8
61;0.8;0.0;0.2;0.4;0.36;1.0;0.36;0.36;1.0;0.36
62;0.0;0.4;0.0;0.7;1.0;1.0;1.0;1.0;1.0;1.0
63;0.4;1.0;0.8;0.6;0.04;1.0;0.04;0.36;1.0;0.36
64;0.0;0.2;0.0;0.6;1.0;1.0;1.0;1.0;1.0;1.0
65;0.0;0.4;0.4;0.5;1.0;1.0;1.0;0.04;1.0;0.04
66;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
67;0.2;0.4;0.3;0.55;0.36;1.0;0.36;1.0;0.4;0.4
68;0.6;0.4;0.4;0.5;0.04;1.0;0.04;0.04;1.0;0.04
69;0.8;0.4;0.8;0.3;0.36;1.0;0.36;0.36;1.0;0.36
70;0.0;0.0;0.4;0.3;1.0;1.0;1.0;0.04;1.0;0.04
71;0.0;0.6;0.2;0.7;1.0;1.0;1.0;0.36;1.0;0.36
72;0.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
73;0.0;1.0;0.1;0.95;1.0;1.0;1.0;1.0;0.8;0.8
74;0.0;0.0;0.2;0.4;1.0;1.0;1.0;0.36;1.0;0.36
75;0.0;0.8;0.2;0.8;1.0;1.0;1.0;0.36;1.0;0.36
